"Date","Location","Population Type","Observations","Gender"
2022-12-31,"Otago Corrections Facility","Total population",434,"Male"
2022-12-31,"Otago Corrections Facility","Population percentage",5.3,"Male"
2023-03-31,"Otago Corrections Facility","Remand accused prisoners",148,"Male"
2023-03-31,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2023-03-31,"Otago Corrections Facility","Sentenced prisoners",252,"Male"
2023-03-31,"Otago Corrections Facility","Onsite population",400,"Male"
2023-03-31,"Otago Corrections Facility","Offsite population",5,"Male"
2023-03-31,"Otago Corrections Facility","Total population",405,"Male"
2023-03-31,"Otago Corrections Facility","Population percentage",4.8,"Male"
2023-06-30,"Otago Corrections Facility","Remand accused prisoners",194,"Male"
2023-06-30,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2023-06-30,"Otago Corrections Facility","Sentenced prisoners",258,"Male"
2023-06-30,"Otago Corrections Facility","Onsite population",452,"Male"
2023-06-30,"Otago Corrections Facility","Offsite population",1,"Male"
2023-06-30,"Otago Corrections Facility","Total population",453,"Male"
2023-06-30,"Otago Corrections Facility","Population percentage",5.2,"Male"
2023-09-30,"Otago Corrections Facility","Remand accused prisoners",186,"Male"
2023-09-30,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2023-09-30,"Otago Corrections Facility","Sentenced prisoners",234,"Male"
2023-09-30,"Otago Corrections Facility","Onsite population",420,"Male"
2023-09-30,"Otago Corrections Facility","Offsite population",3,"Male"
2023-09-30,"Otago Corrections Facility","Total population",423,"Male"
2023-09-30,"Otago Corrections Facility","Population percentage",4.8,"Male"
2023-12-31,"Otago Corrections Facility","Remand accused prisoners",211,"Male"
2023-12-31,"Otago Corrections Facility","Remand convicted prisoners",0,"Male"
2023-12-31,"Otago Corrections Facility","Sentenced prisoners",228,"Male"
2023-12-31,"Otago Corrections Facility","Onsite population",439,"Male"
2023-12-31,"Otago Corrections Facility","Offsite population",0,"Male"
2023-12-31,"Otago Corrections Facility","Total population",439,"Male"
2023-12-31,"Otago Corrections Facility","Population percentage",4.8,"Male"
2024-03-31,"Otago Corrections Facility","Remand accused prisoners",128,"Male"
2024-03-31,"Otago Corrections Facility","Remand convicted prisoners",118,"Male"
2024-03-31,"Otago Corrections Facility","Sentenced prisoners",236,"Male"
2024-03-31,"Otago Corrections Facility","Onsite population",482,"Male"
2024-03-31,"Otago Corrections Facility","Offsite population",2,"Male"
2024-03-31,"Otago Corrections Facility","Total population",484,"Male"
2024-03-31,"Otago Corrections Facility","Population percentage",5.1,"Male"
2018-03-31,"Rimutaka Prison","Remand accused prisoners",360,"Male"
2018-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2018-03-31,"Rimutaka Prison","Sentenced prisoners",748,"Male"
2018-03-31,"Rimutaka Prison","Onsite population",0,"Male"
2018-03-31,"Rimutaka Prison","Offsite population",0,"Male"
2018-03-31,"Rimutaka Prison","Total population",1108,"Male"
2018-03-31,"Rimutaka Prison","Population percentage",10.4,"Male"
2018-06-30,"Rimutaka Prison","Remand accused prisoners",297,"Male"
2018-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2018-06-30,"Rimutaka Prison","Sentenced prisoners",756,"Male"
2018-06-30,"Rimutaka Prison","Onsite population",0,"Male"
2018-06-30,"Rimutaka Prison","Offsite population",0,"Male"
2018-06-30,"Rimutaka Prison","Total population",1053,"Male"
2018-06-30,"Rimutaka Prison","Population percentage",10.1,"Male"
2018-09-30,"Rimutaka Prison","Remand accused prisoners",267,"Male"
2018-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2018-09-30,"Rimutaka Prison","Sentenced prisoners",740,"Male"
2018-09-30,"Rimutaka Prison","Onsite population",0,"Male"
2018-09-30,"Rimutaka Prison","Offsite population",0,"Male"
2018-09-30,"Rimutaka Prison","Total population",1007,"Male"
2018-09-30,"Rimutaka Prison","Population percentage",10,"Male"
2018-12-31,"Rimutaka Prison","Remand accused prisoners",288,"Male"
2018-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2018-12-31,"Rimutaka Prison","Sentenced prisoners",722,"Male"
2018-12-31,"Rimutaka Prison","Onsite population",0,"Male"
2018-12-31,"Rimutaka Prison","Offsite population",0,"Male"
2018-12-31,"Rimutaka Prison","Total population",1010,"Male"
2018-12-31,"Rimutaka Prison","Population percentage",10.3,"Male"
2019-03-31,"Rimutaka Prison","Remand accused prisoners",337,"Male"
2019-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2019-03-31,"Rimutaka Prison","Sentenced prisoners",683,"Male"
2019-03-31,"Rimutaka Prison","Onsite population",0,"Male"
2019-03-31,"Rimutaka Prison","Offsite population",0,"Male"
2019-03-31,"Rimutaka Prison","Total population",1020,"Male"
2019-03-31,"Rimutaka Prison","Population percentage",10.1,"Male"
2019-06-30,"Rimutaka Prison","Remand accused prisoners",363,"Male"
2019-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2019-06-30,"Rimutaka Prison","Sentenced prisoners",654,"Male"
2019-06-30,"Rimutaka Prison","Onsite population",0,"Male"
2019-06-30,"Rimutaka Prison","Offsite population",0,"Male"
2019-06-30,"Rimutaka Prison","Total population",1017,"Male"
2019-06-30,"Rimutaka Prison","Population percentage",10.2,"Male"
2019-09-30,"Rimutaka Prison","Remand accused prisoners",335,"Male"
2019-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2019-09-30,"Rimutaka Prison","Sentenced prisoners",703,"Male"
2019-09-30,"Rimutaka Prison","Onsite population",0,"Male"
2019-09-30,"Rimutaka Prison","Offsite population",0,"Male"
2019-09-30,"Rimutaka Prison","Total population",1038,"Male"
2019-09-30,"Rimutaka Prison","Population percentage",10.3,"Male"
2019-12-31,"Rimutaka Prison","Remand accused prisoners",359,"Male"
2019-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2019-12-31,"Rimutaka Prison","Sentenced prisoners",662,"Male"
2019-12-31,"Rimutaka Prison","Onsite population",0,"Male"
2019-12-31,"Rimutaka Prison","Offsite population",0,"Male"
2019-12-31,"Rimutaka Prison","Total population",1021,"Male"
2019-12-31,"Rimutaka Prison","Population percentage",10.4,"Male"
2020-03-31,"Rimutaka Prison","Remand accused prisoners",390,"Male"
2020-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2020-03-31,"Rimutaka Prison","Sentenced prisoners",625,"Male"
2020-03-31,"Rimutaka Prison","Onsite population",0,"Male"
2020-03-31,"Rimutaka Prison","Offsite population",0,"Male"
2020-03-31,"Rimutaka Prison","Total population",1015,"Male"
2020-03-31,"Rimutaka Prison","Population percentage",10.2,"Male"
2020-06-30,"Rimutaka Prison","Remand accused prisoners",271,"Male"
2020-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2020-06-30,"Rimutaka Prison","Sentenced prisoners",602,"Male"
2020-06-30,"Rimutaka Prison","Onsite population",0,"Male"
2020-06-30,"Rimutaka Prison","Offsite population",0,"Male"
2020-06-30,"Rimutaka Prison","Total population",873,"Male"
2020-06-30,"Rimutaka Prison","Population percentage",9.2,"Male"
2020-09-30,"Rimutaka Prison","Remand accused prisoners",236,"Male"
2020-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Rimutaka Prison","Sentenced prisoners",569,"Male"
2020-09-30,"Rimutaka Prison","Onsite population",0,"Male"
2020-09-30,"Rimutaka Prison","Offsite population",0,"Male"
2020-09-30,"Rimutaka Prison","Total population",805,"Male"
2020-09-30,"Rimutaka Prison","Population percentage",8.9,"Male"
2020-12-31,"Rimutaka Prison","Remand accused prisoners",224,"Male"
2020-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Rimutaka Prison","Sentenced prisoners",527,"Male"
2020-12-31,"Rimutaka Prison","Onsite population",0,"Male"
2020-12-31,"Rimutaka Prison","Offsite population",0,"Male"
2020-12-31,"Rimutaka Prison","Total population",751,"Male"
2020-12-31,"Rimutaka Prison","Population percentage",8.8,"Male"
2021-03-31,"Rimutaka Prison","Remand accused prisoners",263,"Male"
2021-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Rimutaka Prison","Sentenced prisoners",507,"Male"
2021-03-31,"Rimutaka Prison","Onsite population",0,"Male"
2021-03-31,"Rimutaka Prison","Offsite population",0,"Male"
2021-03-31,"Rimutaka Prison","Total population",770,"Male"
2021-03-31,"Rimutaka Prison","Population percentage",8.9,"Male"
2021-06-30,"Rimutaka Prison","Remand accused prisoners",267,"Male"
2021-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Rimutaka Prison","Sentenced prisoners",482,"Male"
2021-06-30,"Rimutaka Prison","Onsite population",0,"Male"
2021-06-30,"Rimutaka Prison","Offsite population",0,"Male"
2021-06-30,"Rimutaka Prison","Total population",749,"Male"
2021-06-30,"Rimutaka Prison","Population percentage",8.9,"Male"
2021-09-30,"Rimutaka Prison","Remand accused prisoners",186,"Male"
2021-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2021-09-30,"Rimutaka Prison","Sentenced prisoners",421,"Male"
2021-09-30,"Rimutaka Prison","Onsite population",607,"Male"
2021-09-30,"Rimutaka Prison","Offsite population",16,"Male"
2021-09-30,"Rimutaka Prison","Total population",623,"Male"
2021-09-30,"Rimutaka Prison","Population percentage",7.8,"Male"
2021-12-31,"Rimutaka Prison","Remand accused prisoners",189,"Male"
2021-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2021-12-31,"Rimutaka Prison","Sentenced prisoners",372,"Male"
2021-12-31,"Rimutaka Prison","Onsite population",561,"Male"
2021-12-31,"Rimutaka Prison","Offsite population",13,"Male"
2021-12-31,"Rimutaka Prison","Total population",574,"Male"
2021-12-31,"Rimutaka Prison","Population percentage",7.5,"Male"
2022-03-31,"Rimutaka Prison","Remand accused prisoners",212,"Male"
2022-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2022-03-31,"Rimutaka Prison","Sentenced prisoners",363,"Male"
2022-03-31,"Rimutaka Prison","Onsite population",575,"Male"
2022-03-31,"Rimutaka Prison","Offsite population",10,"Male"
2022-03-31,"Rimutaka Prison","Total population",585,"Male"
2022-03-31,"Rimutaka Prison","Population percentage",7.6,"Male"
2022-06-30,"Rimutaka Prison","Remand accused prisoners",196,"Male"
2022-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2022-06-30,"Rimutaka Prison","Sentenced prisoners",360,"Male"
2022-06-30,"Rimutaka Prison","Onsite population",556,"Male"
2022-06-30,"Rimutaka Prison","Offsite population",8,"Male"
2022-06-30,"Rimutaka Prison","Total population",564,"Male"
2022-06-30,"Rimutaka Prison","Population percentage",7.3,"Male"
2022-09-30,"Rimutaka Prison","Remand accused prisoners",220,"Male"
2022-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2022-09-30,"Rimutaka Prison","Sentenced prisoners",371,"Male"
2022-09-30,"Rimutaka Prison","Onsite population",591,"Male"
2022-09-30,"Rimutaka Prison","Offsite population",8,"Male"
2022-09-30,"Rimutaka Prison","Total population",599,"Male"
2022-09-30,"Rimutaka Prison","Population percentage",7.5,"Male"
2022-12-31,"Rimutaka Prison","Remand accused prisoners",397,"Male"
2022-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2022-12-31,"Rimutaka Prison","Sentenced prisoners",316,"Male"
2022-12-31,"Rimutaka Prison","Onsite population",713,"Male"
2022-12-31,"Rimutaka Prison","Offsite population",8,"Male"
2022-12-31,"Rimutaka Prison","Total population",721,"Male"
2022-12-31,"Rimutaka Prison","Population percentage",8.9,"Male"
2023-03-31,"Rimutaka Prison","Remand accused prisoners",376,"Male"
2023-03-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2023-03-31,"Rimutaka Prison","Sentenced prisoners",288,"Male"
2023-03-31,"Rimutaka Prison","Onsite population",664,"Male"
2023-03-31,"Rimutaka Prison","Offsite population",8,"Male"
2023-03-31,"Rimutaka Prison","Total population",672,"Male"
2023-03-31,"Rimutaka Prison","Population percentage",8,"Male"
2023-06-30,"Rimutaka Prison","Remand accused prisoners",367,"Male"
2023-06-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2023-06-30,"Rimutaka Prison","Sentenced prisoners",344,"Male"
2023-06-30,"Rimutaka Prison","Onsite population",711,"Male"
2023-06-30,"Rimutaka Prison","Offsite population",10,"Male"
2023-06-30,"Rimutaka Prison","Total population",721,"Male"
2023-06-30,"Rimutaka Prison","Population percentage",8.4,"Male"
2023-09-30,"Rimutaka Prison","Remand accused prisoners",362,"Male"
2023-09-30,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2023-09-30,"Rimutaka Prison","Sentenced prisoners",353,"Male"
2023-09-30,"Rimutaka Prison","Onsite population",715,"Male"
2023-09-30,"Rimutaka Prison","Offsite population",11,"Male"
2023-09-30,"Rimutaka Prison","Total population",726,"Male"
2023-09-30,"Rimutaka Prison","Population percentage",8.2,"Male"
2023-12-31,"Rimutaka Prison","Remand accused prisoners",483,"Male"
2023-12-31,"Rimutaka Prison","Remand convicted prisoners",0,"Male"
2023-12-31,"Rimutaka Prison","Sentenced prisoners",302,"Male"
2023-12-31,"Rimutaka Prison","Onsite population",785,"Male"
2023-12-31,"Rimutaka Prison","Offsite population",13,"Male"
2023-12-31,"Rimutaka Prison","Total population",798,"Male"
2023-12-31,"Rimutaka Prison","Population percentage",8.8,"Male"
2024-03-31,"Rimutaka Prison","Remand accused prisoners",451,"Male"
2024-03-31,"Rimutaka Prison","Remand convicted prisoners",119,"Male"
2024-03-31,"Rimutaka Prison","Sentenced prisoners",303,"Male"
2024-03-31,"Rimutaka Prison","Onsite population",873,"Male"
2024-03-31,"Rimutaka Prison","Offsite population",11,"Male"
2024-03-31,"Rimutaka Prison","Total population",884,"Male"
2024-03-31,"Rimutaka Prison","Population percentage",9.3,"Male"
2018-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2018-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2018-03-31,"Rolleston Prison","Sentenced prisoners",260,"Male"
2018-03-31,"Rolleston Prison","Onsite population",0,"Male"
2018-03-31,"Rolleston Prison","Offsite population",0,"Male"
2018-03-31,"Rolleston Prison","Total population",260,"Male"
2018-03-31,"Rolleston Prison","Population percentage",2.4,"Male"
2018-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2018-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2018-06-30,"Rolleston Prison","Sentenced prisoners",260,"Male"
2018-06-30,"Rolleston Prison","Onsite population",0,"Male"
2018-06-30,"Rolleston Prison","Offsite population",0,"Male"
2018-06-30,"Rolleston Prison","Total population",260,"Male"
2018-06-30,"Rolleston Prison","Population percentage",2.5,"Male"
2018-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2018-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2018-09-30,"Rolleston Prison","Sentenced prisoners",257,"Male"
2018-09-30,"Rolleston Prison","Onsite population",0,"Male"
2018-09-30,"Rolleston Prison","Offsite population",0,"Male"
2018-09-30,"Rolleston Prison","Total population",257,"Male"
2018-09-30,"Rolleston Prison","Population percentage",2.6,"Male"
2018-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2018-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2018-12-31,"Rolleston Prison","Sentenced prisoners",257,"Male"
2018-12-31,"Rolleston Prison","Onsite population",0,"Male"
2018-12-31,"Rolleston Prison","Offsite population",0,"Male"
2018-12-31,"Rolleston Prison","Total population",257,"Male"
2018-12-31,"Rolleston Prison","Population percentage",2.6,"Male"
2019-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2019-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2019-03-31,"Rolleston Prison","Sentenced prisoners",258,"Male"
2019-03-31,"Rolleston Prison","Onsite population",0,"Male"
2019-03-31,"Rolleston Prison","Offsite population",0,"Male"
2019-03-31,"Rolleston Prison","Total population",258,"Male"
2019-03-31,"Rolleston Prison","Population percentage",2.6,"Male"
2019-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2019-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2019-06-30,"Rolleston Prison","Sentenced prisoners",260,"Male"
2019-06-30,"Rolleston Prison","Onsite population",0,"Male"
2019-06-30,"Rolleston Prison","Offsite population",0,"Male"
2019-06-30,"Rolleston Prison","Total population",260,"Male"
2019-06-30,"Rolleston Prison","Population percentage",2.6,"Male"
2019-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2019-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2019-09-30,"Rolleston Prison","Sentenced prisoners",260,"Male"
2019-09-30,"Rolleston Prison","Onsite population",0,"Male"
2019-09-30,"Rolleston Prison","Offsite population",0,"Male"
2019-09-30,"Rolleston Prison","Total population",260,"Male"
2019-09-30,"Rolleston Prison","Population percentage",2.6,"Male"
2019-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2019-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2019-12-31,"Rolleston Prison","Sentenced prisoners",259,"Male"
2019-12-31,"Rolleston Prison","Onsite population",0,"Male"
2019-12-31,"Rolleston Prison","Offsite population",0,"Male"
2019-12-31,"Rolleston Prison","Total population",259,"Male"
2019-12-31,"Rolleston Prison","Population percentage",2.6,"Male"
2020-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2020-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2020-03-31,"Rolleston Prison","Sentenced prisoners",257,"Male"
2020-03-31,"Rolleston Prison","Onsite population",0,"Male"
2020-03-31,"Rolleston Prison","Offsite population",0,"Male"
2020-03-31,"Rolleston Prison","Total population",257,"Male"
2020-03-31,"Rolleston Prison","Population percentage",2.6,"Male"
2020-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2020-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2020-06-30,"Rolleston Prison","Sentenced prisoners",256,"Male"
2020-06-30,"Rolleston Prison","Onsite population",0,"Male"
2020-06-30,"Rolleston Prison","Offsite population",0,"Male"
2020-06-30,"Rolleston Prison","Total population",256,"Male"
2020-06-30,"Rolleston Prison","Population percentage",2.7,"Male"
2020-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2020-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2020-09-30,"Rolleston Prison","Sentenced prisoners",257,"Male"
2020-09-30,"Rolleston Prison","Onsite population",0,"Male"
2020-09-30,"Rolleston Prison","Offsite population",0,"Male"
2020-09-30,"Rolleston Prison","Total population",257,"Male"
2020-09-30,"Rolleston Prison","Population percentage",2.8,"Male"
2020-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2020-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2020-12-31,"Rolleston Prison","Sentenced prisoners",248,"Male"
2020-12-31,"Rolleston Prison","Onsite population",0,"Male"
2020-12-31,"Rolleston Prison","Offsite population",0,"Male"
2020-12-31,"Rolleston Prison","Total population",248,"Male"
2020-12-31,"Rolleston Prison","Population percentage",2.9,"Male"
2021-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2021-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2021-03-31,"Rolleston Prison","Sentenced prisoners",242,"Male"
2021-03-31,"Rolleston Prison","Onsite population",0,"Male"
2021-03-31,"Rolleston Prison","Offsite population",0,"Male"
2021-03-31,"Rolleston Prison","Total population",242,"Male"
2021-03-31,"Rolleston Prison","Population percentage",2.8,"Male"
2021-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2021-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2021-06-30,"Rolleston Prison","Sentenced prisoners",254,"Male"
2021-06-30,"Rolleston Prison","Onsite population",0,"Male"
2021-06-30,"Rolleston Prison","Offsite population",0,"Male"
2021-06-30,"Rolleston Prison","Total population",254,"Male"
2021-06-30,"Rolleston Prison","Population percentage",3,"Male"
2021-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2021-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2021-09-30,"Rolleston Prison","Sentenced prisoners",253,"Male"
2021-09-30,"Rolleston Prison","Onsite population",253,"Male"
2021-09-30,"Rolleston Prison","Offsite population",0,"Male"
2021-09-30,"Rolleston Prison","Total population",253,"Male"
2021-09-30,"Rolleston Prison","Population percentage",3.1,"Male"
2021-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2021-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2021-12-31,"Rolleston Prison","Sentenced prisoners",257,"Male"
2021-12-31,"Rolleston Prison","Onsite population",257,"Male"
2021-12-31,"Rolleston Prison","Offsite population",0,"Male"
2021-12-31,"Rolleston Prison","Total population",257,"Male"
2021-12-31,"Rolleston Prison","Population percentage",3.3,"Male"
2022-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2022-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2022-03-31,"Rolleston Prison","Sentenced prisoners",253,"Male"
2022-03-31,"Rolleston Prison","Onsite population",253,"Male"
2022-03-31,"Rolleston Prison","Offsite population",0,"Male"
2022-03-31,"Rolleston Prison","Total population",253,"Male"
2022-03-31,"Rolleston Prison","Population percentage",3.3,"Male"
2022-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2022-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2022-06-30,"Rolleston Prison","Sentenced prisoners",254,"Male"
2022-06-30,"Rolleston Prison","Onsite population",254,"Male"
2022-06-30,"Rolleston Prison","Offsite population",0,"Male"
2022-06-30,"Rolleston Prison","Total population",254,"Male"
2022-06-30,"Rolleston Prison","Population percentage",3.3,"Male"
2022-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2022-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2022-09-30,"Rolleston Prison","Sentenced prisoners",272,"Male"
2022-09-30,"Rolleston Prison","Onsite population",272,"Male"
2022-09-30,"Rolleston Prison","Offsite population",0,"Male"
2022-09-30,"Rolleston Prison","Total population",272,"Male"
2022-09-30,"Rolleston Prison","Population percentage",3.4,"Male"
2022-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2022-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2022-12-31,"Rolleston Prison","Sentenced prisoners",336,"Male"
2022-12-31,"Rolleston Prison","Onsite population",336,"Male"
2022-12-31,"Rolleston Prison","Offsite population",0,"Male"
2022-12-31,"Rolleston Prison","Total population",336,"Male"
2022-12-31,"Rolleston Prison","Population percentage",4.1,"Male"
2023-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2023-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2023-03-31,"Rolleston Prison","Sentenced prisoners",334,"Male"
2023-03-31,"Rolleston Prison","Onsite population",334,"Male"
2023-03-31,"Rolleston Prison","Offsite population",0,"Male"
2023-03-31,"Rolleston Prison","Total population",334,"Male"
2023-03-31,"Rolleston Prison","Population percentage",4,"Male"
2023-06-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2023-06-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2023-06-30,"Rolleston Prison","Sentenced prisoners",359,"Male"
2023-06-30,"Rolleston Prison","Onsite population",359,"Male"
2023-06-30,"Rolleston Prison","Offsite population",0,"Male"
2023-06-30,"Rolleston Prison","Total population",359,"Male"
2023-06-30,"Rolleston Prison","Population percentage",4.2,"Male"
2023-09-30,"Rolleston Prison","Remand accused prisoners",0,"Male"
2023-09-30,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2023-09-30,"Rolleston Prison","Sentenced prisoners",417,"Male"
2023-09-30,"Rolleston Prison","Onsite population",417,"Male"
2023-09-30,"Rolleston Prison","Offsite population",0,"Male"
2023-09-30,"Rolleston Prison","Total population",417,"Male"
2023-09-30,"Rolleston Prison","Population percentage",4.7,"Male"
2023-12-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2023-12-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2023-12-31,"Rolleston Prison","Sentenced prisoners",436,"Male"
2023-12-31,"Rolleston Prison","Onsite population",436,"Male"
2023-12-31,"Rolleston Prison","Offsite population",0,"Male"
2023-12-31,"Rolleston Prison","Total population",436,"Male"
2023-12-31,"Rolleston Prison","Population percentage",4.8,"Male"
2024-03-31,"Rolleston Prison","Remand accused prisoners",0,"Male"
2024-03-31,"Rolleston Prison","Remand convicted prisoners",0,"Male"
2024-03-31,"Rolleston Prison","Sentenced prisoners",459,"Male"
2024-03-31,"Rolleston Prison","Onsite population",459,"Male"
2024-03-31,"Rolleston Prison","Offsite population",1,"Male"
2024-03-31,"Rolleston Prison","Total population",460,"Male"
2024-03-31,"Rolleston Prison","Population percentage",4.8,"Male"
2018-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",277,"Male"
2018-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2018-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",696,"Male"
2018-03-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2018-03-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2018-03-31,"Spring Hill Corrections Facility","Total population",973,"Male"
2018-03-31,"Spring Hill Corrections Facility","Population percentage",9.1,"Male"
2018-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",226,"Male"
2018-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2018-06-30,"Spring Hill Corrections Facility","Sentenced prisoners",688,"Male"
2018-06-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2018-06-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2018-06-30,"Spring Hill Corrections Facility","Total population",914,"Male"
2018-06-30,"Spring Hill Corrections Facility","Population percentage",8.8,"Male"
2018-09-30,"Spring Hill Corrections Facility","Remand accused prisoners",227,"Male"
2018-09-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2018-09-30,"Spring Hill Corrections Facility","Sentenced prisoners",711,"Male"
2018-09-30,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2018-09-30,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2018-09-30,"Spring Hill Corrections Facility","Total population",938,"Male"
2018-09-30,"Spring Hill Corrections Facility","Population percentage",9.3,"Male"
2018-12-31,"Spring Hill Corrections Facility","Remand accused prisoners",211,"Male"
2018-12-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2018-12-31,"Spring Hill Corrections Facility","Sentenced prisoners",658,"Male"
2018-12-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2018-12-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2018-12-31,"Spring Hill Corrections Facility","Total population",869,"Male"
2018-12-31,"Spring Hill Corrections Facility","Population percentage",8.9,"Male"
2019-03-31,"Spring Hill Corrections Facility","Remand accused prisoners",300,"Male"
2019-03-31,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
2019-03-31,"Spring Hill Corrections Facility","Sentenced prisoners",647,"Male"
2019-03-31,"Spring Hill Corrections Facility","Onsite population",0,"Male"
2019-03-31,"Spring Hill Corrections Facility","Offsite population",0,"Male"
2019-03-31,"Spring Hill Corrections Facility","Total population",947,"Male"
2019-03-31,"Spring Hill Corrections Facility","Population percentage",9.4,"Male"
2019-06-30,"Spring Hill Corrections Facility","Remand accused prisoners",289,"Male"
2019-06-30,"Spring Hill Corrections Facility","Remand convicted prisoners",0,"Male"
